,origins,manufacturing_places,purchase_places
71948,Product of Indonesia / Produit de l'Indonesie,"Imported by /Importé par: Morris National inc. Montréal,QC H8N 1B7 Toronto,ON L4K 4W3 Vancouver,BC V3M 6N7 Canada",Québec Canada
72014,Canada,Canada,Canada
72072,Canada,"Peterborough,  Ontario,  Canada",Canada
72098,Québec,"Blainville,Québec",Saint-Jean-sur-Richelieu
72145,E. U. A.,E. U. A.,"México,Tiendas de autoservicio"
72156,USA,USA,Québec Canada
72157,,"Canada,Québec,Saint-Lambert","México,Canada,Québec"
72159,E. U. A.,E. U. A.,"México,Tiendas de autoservicio"
72161,E. U. A,E. U. A.,"México,Tiendas de autoservicio"
72162,E. U. A.,E. U. A.,México
72174,,Italie,"Liévin,France"
72184,"Montréal,Québec","Montréal,Québec","Candiac,Québec"
72202,Canada,Canada,Canada
72229,PRODUCT OF CHINA PRODUIT DE CHINE,"Sobey 100% GUARANTEED IMPORTED FOR/IMPORTÉ POUR:SOBEYS MISSISSAUGA,ON L4W OC7 2016 GARANTI",Québec Canada
72299,,"PREPARED FOR/ PREPARÉ POUR: SOBEYS,MISSISSAUGA,ON L4W OC7",Québec Canada
72315,,SOBEYS MISSISSAUGA,Canada
72421,ingrédients canadiens et importés,Canada,Canada
72436,,Royaume-Uni,"France,Paris"
72476,Canada,"Dieppe,Nouveau-Brunswick","Brossard,Québec"
72477,N.B. Canada,Dieppe (N.-B.),Saint-Jean-sur-Richelieu
72593,,"Boucherville,  Québec",Canada
72603,,Montréal,Canada
72639,,canada,Canada
72657,,Thailand,"United Kingdom,Liverpool"
72673,Canada,"sainte-brigitte-de-laval, Québec",Canada
72729,Canada,Canada,Canada
72774,USA,"IMPORTED BY/IMPORTÉ PAR INTERNATIONAL GOURMET SPECIALTIES COMPANY,TORONTO,ONTARIO,M2N7K5",Québec Canada
72807,,more than one country,"Southampton,United Kingdom"
72810,,Royaume-Uni,"Royaume-Uni,Londres"
72840,Québec,"Montréal,  Québec,  Canada",France
72847,Guatemala,Hoerdt,France
73054,,"Moray,United Kingdom","Liverpool,United Kingdom"
73064,Espanya,Guissona,"Reus,Catalunya"
73158,USA,USA,Uk
73175,,USA,"Longueuil,QC Canada"
73221,,USA,Canada
73247,,"Blaine,Washington,USA","Bellingham,Washington,USA"
73338,Oceano Pacifico,Spagna,Brescia
73340,Canada,Montréal,Canada
73346,Québec,St-Donat (Québec),Brossard (Québec)
73347,Royaume-Uni,Royaume-Uni,Royaume-Uni
73359,,"IMPORTED BY/IMPORTÉ PAR: JVF CANADA INC. TORONTO,ON M3J 2Z6,CANADA",Québec Cnada
73390,,Écosse,"Royaume-Uni,Londres"
73398,,Toronto,Canada
73429,"Boisbriand, Québec,Canada,Québec Canada","Boisbriand,Québec",Brossard Québec
73437,Suisse,Tägerwilen (Suisse),Brossard (Québec)
73556,United Kingdom,United Kingdom,"Lisarow,NSW,Australia"
73654,Canada,"Ancaster,Ontario","Brossard,Québec"
73666,Canada,Tijuana México,Walmart
73759,Canada,"Québec,Canada","Chicoutimi,Canada,Québec"
73765,Canada et importé,Canada,Canada
73782,,"Québec,Canada",Chicoutimi
73783,MADE IN CANADA FROM DOMESTIC AND IMPORTED INGREDIENIS FABRIQUE AU CANADA À PARTIR D'INGRÉDIENTS CANADIENS ET IMPORTES,PREPARED FOR/PREPARÉ POUR METRO BRANDS/ LES MARQUES METRO MONTREAL (QUEBEC) H1C 1V6 TORONTO (ONTARIO) M9B 1B9,Québec Canada
73878,Fabriqué au Canada à parti d'ingrédients canadiens et importés,"Montréal,Québec","Saint-Jean-sur-Richelieu,Québec"
73879,,MADE IN CANADA FROM DOMESTIC AND IMPORTED INGREDIENTS FABRIQUE AU CANADA À PARTIR D'INGRÉDIENTS CANADIENS ET IMPORTES,Québec Cnada
73880,Canada,Canada,"Chicoutimi,Canada"
73948,Canadiens et importés,Canada,Canada
74028,Canada,Canada,Canada
74086,,Canada,Saint-Jean-sur-Richelieu
74098,Italy,"Toronto,  Canada",Canada
74233,,États-Unis,Canada
74238,,Canada,Canada
74286,Canada,Toronto,Canada
74466,Québec Canada,"Lévis,Québec",Saint-Jean-sur-Richelieu
74502,"Italie,Venezie","Italie,Venezie","France,Royaume-Uni"
74508,,United Kingdom,"Liverpool,United Kingdom"
74671,Canada,Canada,Wal-Mart México
74673,Canada,Canada,Wal-Mart
74676,CANADA,CANADA,WAL-MART MÉXICO
74691,Sud Africa,Estado de México,Walmart
74700,USA,"PRODUCT OF U.S.A. PRODUIT DES É.-U.A.,CLOVER LEAF SEAFOODS,LP. MARKHAM,ONTARIO L3R 5B7 CANADA",Quebec Canada
74716,,Royaume-Uni,"France,Paris,Royaume-Uni,Londres"
74719,Thaïlande,Royaume-Uni,"Royaume-Uni,France"
74722,USA,"Unilever TRADE-MARK OWNED OR USED UNDER LICENSE BY/MARQUE DE COMMERCE DETENUE OU UTILISEE SOUS LICENCE PAR IMPORTED BY/IMPORTE PAR UNILEVER CANADA,TORONTO,ONTARIO M4W 3R2",QUÉBEC CANDA
74726,USA,"Unilever TRADE-MARK OWNED OR USED UNDER LICENSE BY/MARQUE DE COMMERCE DETENUE OU UTILISEE SOUS LICENCE PAR/PREPARED FOR/PREPARE POUR UNILEVER CANADA,TORONTO,ONTARIO M4W 3R2",Québec Canada
74736,Canada,Toronto,Canada
74907,,canada,Canada
74923,Montérégie,Montérégie,Montréal
74925,Québec,"Dy-Hyacinthe,Québec","Brossard,Québec"
74954,,Hong Kong,"San Francisco,California,USA"
74955,,Hong Kong,"San Francisco,California,USA"
74980,Australia,Australia,"NSW,Australia"
74991,(Québec) CND,Saint-Antoine-de-Tilly (Québec),Brossard (Québec)
75057,Turquie,"Turquie,Montréal","Brossard,Québec,Canada"
75084,,Framce,Canada
75146,,Royaume-Uni,"Royaume-Uni,France"
75223,"Mississauga,Ontario","Mississauga,Ontario","Brossard,Québec"
75287,Product of USA / Produits des USA,"PREPARED FOR CAMPBELL COMPANY OF CANADA PREPARE POUR LA COMPAGNIE CAMPBELL DU CANADA 60 BIRMINGHAM STREET,TORONTO,ONTARIO MSV 288",Québec Canada
75293,,Canada,Montréal
75344,Canada,"Brampton,Ontario","Brossard,Québec"
75436,,Royaume-Uni,"Royaume-Uni,Londres"
75459,,United Kingdom,"Liverpool,United Kingdom"
75468,,Québec,Canada
75488,,"Québec,USA",Canada
75496,Canada,canada,Canada
75520,Québec,Saint-Augustin-de-Desmaures (Québec),Brossard (Québec)
75550,,"Importé par Kellogg Canada Inc. Mississauga,Ontario L4W 5S1",Québec Canada
75598,,canada,Canada
75608,,usa,canada
75621,,"Mississauga,Ontario","Saint-Pierre-et-Miquelon,France"
75655,"Ontario,Canada",Canada,"Chicoutimi,Québec"
75667,,Canada,Canada
75762,,"MADE/FABRICATION SYNDICALE PREPARED IN CANADA/PREPARE AU CANADA REG. T.M./M.D. CAMPBELL COMPANY OF CANADA HEINZ CANADA AUTHORIZED USER/UTILISATEUR AUTORISE COMSUMER SERVICES/SERVICES AUX CONSOMMATE HEINZ CANADA,90 SHEPPARD AVENUE EAST,SUITE 400 NORTH YORK,ONTARIO M2N 7K5",Québec Canada
75775,,TRADEMARK OF/MARQUE DE COMMERCE DE Manufactured by/Préparé par; ALIMENTS OUIMET-CÓRDON BLEU INC. ANJOU (QUEBEC) H1J 2P8 CANADA,Canada
75778,,Canada,ca
75798,Écosse,"Royaume-Uni,Écosse","Paris,France"
75805,,"Longeuil,QC,Markham,ON,Victoria,BC","QC,Canada,Boisbriand"
75822,,Royaume-Uni,"Royaume-Uni,France"
75854,Royaume-Uni,Royaume-Uni,"Royaume-Uni,Londres"
76100,canada,canada,"montreal,canada"
76111,"Québec,Canada","Québec,Canada","Montréal,Canada"
76136,World,"North York,Canada","Knowlton,Canada"
76164,,Chine,Montréal
76198,,"IMPORTED BY/IMPORTE PAR OCEAN BRANDS RICHMOND,BC V7B 1C3",Québec Canada
76342,É.-U.A.,É.-U.A.,"Brossard,Québec"
76353,,Etats Unis d'Amérique,Canada
76363,"St-Hubert,Québec","St-Hubert,Québec","Saint-Jean-sur-Richelieu,Québec"
76372,,Canada,"Montreal,Canada,Montréal"
76444,,"USA,PRODUCT OF U.S.A. /PRODUIT DES E.U.A. TM/MC/LIC.USE/SOUS LIC./IMPORTED FOR/IMPORTE POUR/CANADA DRY MOTT'S INC., MISSISSAUGA, ON L5R 3E7","Québe,Canada"
76530,BC CANADA,BC Canada,Brossard Québec
76609,,United Kingdom,"Edinburgh Airport,United Kingdom"
76610,United Kingdom,United Kingdom,"Liverpool,United Kingdom"
76623,,Chine,"France,Royaume-Uni"
76627,unknown,"Montreal, Canada",Canada
76651,Estados Unidos,México,Walmart
76675,Québec,Québec,Canada
76707,Canada,toronto,Canada
76767,"Toronto,,Canada","Toronto,Canada","Saint-Jean-sur-Richelieu,Qébec"
76771,,ontario,Canada
76826,,Italie,"France,Royaume-Uni"
76827,,Italie,"France,Paris"
76830,,Italie,"France,Royaume-Uni"
76831,,Italie,"France,Paris"
76832,,Italie,"France,Paris,Londres,Royaume-Uni"
76858,Québec,"Lévis,Québec",Saint-Jean sur Richelieu
76860,,Royaume-Uni,"France,Royaume-Uni,Paris"
76863,,Écosse,"France,Paris,London,Royaume-Uni"
76864,,"Royaume-Uni,Écosse","Royaume-Uni,France"
76888,"Parry Sound,ON",Ontario,Brossard Québec
76913,,Switzerland,"UK,London"
76915,Canada,Canada,Canada
76916,,Canada,"Chicoutimi,Canada"
76920,,Canada,Canada
77010,,Canada,"Brooklyn,NY,USA"
77029,,Allemagne,"France,Royaume-Uni"
77045,,Royaume-Uni,France
77046,Saint-Léonard (Québec),Saint-Léonard (Québec),Brossard (Québec)
77056,"Missisauga,Ontario,Canada",Canada,"Delaware,USA"
77062,Royaume-Uni,Royaume-Uni,"France,Paris"
77071,,Royaume-Uni,"Royaume-Uni,Londres,Paris,France"
77074,,Royaume-Uni,"Royaume-Uni,France"
77075,,"Herefordshire,RoyaumeUni","Royaume-Uni,Londres"
77076,Royaume-Uni,"Royaume-Uni,Greenwich","Royaume-Uni,Londres"
77077,,Royaume-Uni,"Royaume-Uni,Londres"
77103,,"Toronto,Ontario",14.12.2016
77112,Canada,"Don Mills,Ontario","Brossard,Québec"
77121,,Canada,Canada
77234,Canada,Canada,Canada
77292,,United Kingdom,"Liverpool,United Kingdom"
77306,,United Kingdom,"Liverpool,United Kingdom"
77307,Turquie,Turquie,Canada
77312,"Toronto,Ontario","Toronto ON,CANADA",Saint-Jean-sur-Richelieu
77319,,canada,Canada
77355,Canada,Canada,Canada
77398,?,"Adstock,Qc,Canada","Sherbrooke,Qc,Canada"
77400,Fait à partir de Farines de blé du Québec,"Adstock,Québec,Canada","Saint-Eustache,Québec,Canada"
77409,Canada,"Adstock, Quebec, Canada",Canada
77412,Québec,Adstock Québec,"Saint-Jean-sur-Richelieu,Québec"
77423,,United Kingdom,"Liverpool,United Kingdom"
77437,,Etobicoke Ontario,Canada
77453,,Royaume-Uni,"Royaume-Uni,Londres"
77500,Importé au Canada,Canada,Québec
77515,Écosse,Écosse,"Royaume-Uni,Londres"
77561,Canada,Canada,Canada
77581,,jabamiah,Mr distribution
77636,,Royaume-Uni,"Royaume-Uni,France"
77658,,Royaume-Uni,"Royaume-Uni,Londres,Paris,France"
77788,,Canada,"Midland,Michigan,United States"
78467,,Royaume-Uni,"France,Paris,Royaume-Uni,Londres"
78511,China,China,"NSW,Australia"
78513,,united kingdom,"london,united kingdom"
78521,,"united kingdom,Andover,Hampshire,SP10 5AQ","Lyon,France"
78522,,"Southway,Andover,Hampshire,SP10 5AQ,United Kingdom","london,united kingdom"
78557,,EU,"Minhang,SHanghai,China"
78585,,Pologne,"Lyon,France"
78621,,Hampshire,"London,UK"
78622,,Hampshire,"London,UK"
79016,Royaume-Uni,Royaume-Uni,"France,Paris"
79018,Pays-Bas,Royaume-Uni,"Royaume-Uni,Londres"
79467,Switzerland,Switzerland,"Midland,Michigan,USA"
79474,E.U.A,E.U.A.,México
79476,Estados Unidos Americano,Estados Unidos Americanos,México
79480,E.U.A,E.U.A,MÉXICO
79798,"California, USA","Maryland, USA",USA
79998,É.-U.A.,"Stockton,CA","Saint-Jean-sur-Richelieu,Québec"
81858,,Canada,"Mountain View, California, USA"
82027,,Espagne,"France,Paris,Royaume-Uni,Londres"
82775,,Royaume-Uni,"Royaume-Uni,Londres"
82785,Mexico,Queretaro Mexico,Walmart
82786,Mexico,Queretaro Mexico,Walmart
82853,Mexico,Queretaro Mexico,Walmart
82857,Mexico,"Queretaro,Mexico",Walmart
83526,,"Foster Dairy Farms,Modesto,California,USA","San Francisco,California,USA"
83661,United Kingdom,United Kingdom,"Liverpool,United Kingdom"
84026,,Italie,"France,Royaume-Uni"
84125,Turquie,"Vacaville,CA","Brossard,Québec"
84610,É.-U.A.,"OR 97006,USA","Candiac,Québec,Canada"
84861,"Delaware,USA","Bridgeville,Delaware,USA","Delaware,USA"
85037,Ecosse,Royaume-Uni,"Liverpool,United Kingdom,France,Paris"
85404,,Royaume-Uni,"Royaume-Uni,Londres"
86259,,Thailand,Belgique
86294,Thailand,Thailand,"Cessnock,NSW,Australia"
86337,,"Jelly Belly Candy Compagny,One Jelly Belly Lane,Fairfield,CA 94533,USA","Paris,France"
86370,,Thaïlande,France
86388,France,France,"NSW,Australia"
87159,É-U.A.,É-U.A,Candiac
89209,Estados Unidos,México,Walmart
89278,É.-U. A,MIN / É.-U.A.,Brossard (Québec)
89320,,United Kingdom,"United Kingdom,Liverpool,France,Paris"
89843,United Kingdom,United Kingdom,"Royaume-Uni,Paris,Londres,France"
89845,,Royaume-Uni,"France,Royaume-Uni"
90021,,Peru,"San Francisco,California,USA"
90022,,Peru,"San Francisco,California,USA"
90113,Italia,Jalisco,Walmart
90485,,Royaume-Uni,France
90511,Belgique,Belgique,Belgique
90920,,"Niigata,Japan","San Francisco,California,USA"
91225,,Royaume-Uni,"Royaume-Uni,Londres"
91385,,États-Unis,"Lyon,France"
91488,Paises Bajos,México,Walmart
91489,Paises bajo,México,Walmart
91695,USA,USA,USA
91809,Germany,germany,United States
91855,,USA,"Punaauia,French polynesia"
92729,Suisse,"Luzern,Suisse",Saint-Jean-sur-Richelieu
92733,Suisse,suisse,Canada
92811,Chine,Royaume-Uni,"Royaume-Uni,Londres"
92812,,Royaume-Uni,"France,Paris"
93232,Italy,United States,"San Francisco,California,USA"
93233,Italy,United States,"San Francisco,California,USA,United States"
93253,,Morocco,"Mountain View,California,USA"
93778,Estados Unidos de América,Estados Unidas de América,México
94465,"É.-U.A.,fr:États-Unis","Cincinnati OH,fr:États-Unis","Brossard (Québec),Canada"
94506,Estados Unidos,Tijuana México,Walmart
94511,É. - U.A.,Corona CA,Brossard (Québec)
94530,Estados Unidos,Nuevo México,Walmart
94746,Chine,Royaume-Uni,"Royaume-Uni,Londres"
94758,Afrique du Sud,Royaume-Uni,"France,Paris"
95209,,United Kingdom,"Liverpool,united Kingdom"
95210,"Malaisie,Indonésie",Malaisie,"Paris,France"
95278,,Royaume-Uni,"Royaume-Uni,Londres"
95290,France,France,"Royaume-Uni,Londres"
95865,,Écosse,"Paris,France"
95871,,Royaume-Uni,France
96186,United States,"Addisin,  IL 60101",United States
96416,México,Estado de México,Walmart
96724,,Japan,Seattle
96782,,Singapour,"France,Paris"
96833,,Portugal,"Grenoble,Isère,France"
97072,,Japon,"Poitiers,France"
97092,,Corée,"Courrières,France"
97215,,Etats-Unis,"France,Liévin"
97514,,Royaume-Uni,"Royaume-Uni,Londres"
97591,,France,France
98028,Royaume Uni,Royaume Uni,"France,Paris"
98123,United States,United States,Buffalo
98279,,Royaume-Uni,"France,Royaume-Uni"
98373,,"California,USA","San Francisco,California,USA"
98402,Finlande,Finlande,"Brossard,Québec"
98692,Estados Unidos,Ciudad de México,Walmart
98693,Estados Unidos,Ciudad de México,Walmart
98725,Estados Unidos,Ciudad de México,Walmart
98743,Estados Unidos,Ciudad de México,Walmart
100282,,"Winston-Salem,North Carolina","Jamaica,NY,United States"
100638,"United states,","Usa,","Usa, Buffalo,"
100748,Estados Unidos de América,Estados Unidos de América,México
101413,Zapopan Jalisco Mexico,Zapopan Jalisco Mexico,Walmart
101414,Zapopan Jalisco Mexico,Zapopan Jalisco Mexico,Walmart
101415,Zapopan Jalisco Mexico,Zapopan Jalisco Mexico,Walmart
101416,"Jalisco,Mexico",Zapopan Jalisco Mexico,Walmart
101417,Zapopan Jalisco Mexico,Zapopan Jalisco Mexico,Walmart
101494,ESTADOS UNIDOS,ESTADOS UNIDOS,MEXICO
101597,,USA,France
101745,,"Écosse,Royaume-Uni","Royaume-Uni,France"
101837,MEXICO,MEXICO,MEXICO
101838,MEXICO,MEXICO,MEXICO
101839,MEXICO,MEXICO,MEXICO
101840,México,Ciudad de México,Walmart
101843,México,Estado de México,Walmart
101886,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,TIENDAS DE AUTOSERVICIO
101887,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,TIENDAS DE AUTOSERVICIO
102262,,"Heinfels,Tyrol,Austria","Brooklyn,NY,United States"
102634,,Royaume Uni,"Paris,France"
102926,Estados Unidos de América,Estados Unidos,México
102933,,Niederlande,"Rouen,France"
103530,,Royaume-Uni,"Royaume-Uni,Londres"
103871,,8766 - SNEDE (Danemark),"France,Villars"
103875,Denmark,Denmark ,"Huanggang,Hubei province,China"
104056,"Viande de porc du Royaume-Uni,Royaume-Uni",Royaume-Uni,"France,Paris"
104178,,Israël,France
104536,Royaume-Uni,Royaume-Uni,"France,Royaume-Uni"
104756,Estados Unidos,"San Nicolas de los Garza,Nuevo León",Walmart
104765,Estados Unidos,"San Nicolas de los Garza, Nuevo León",Walmart
104770,Estados Unidos,"San Nicolas de los Garza, Nuevo León",Walmart
104773,Estados Unidos,"San Nicolas de los Garza, Nuevo León",Walmart
104793,Estados Unidos,"San Nicolas de los Garza, Nuevo León",Walmart
105974,Estados unidos,"Buffalo,NY",Walmart
106211,Estados Unidos,Ciudad de México,Walmart
106234,Estados Unidos,Ciudad de México,Walmart
106403,Estados Unidos,México,Walmart
106404,Estados Unidos,México,Walmart
106586,México,México,México
106894,EUA,EUA,MEXICO
106896,ESTADOS UNIDOS,ESTADOS UNIDOS,MEXICO
106897,ESTADOS UNIDOS,ESTADOS UNIDOS,MEXICO
107026,Estados Unidos,Guanajuato,Walmart
107189,EUA,EUA,MEXICO
107873,Estados Unidos,Guanajuato,Walmart
108236,Estados Unidos,Guanajuato,walmart
108264,EUA,Estados Unidos,Wal-Mart México
108357,EUA,EUA,MEXICO
108894,Estados Unidos,Guanajuato,Walmart
108895,Estados Unidos,Guanajuato,Walmart
109369,Estados unidos,Guanajuato,Walmart
109515,México,México,México
109516,,USa,México
109622,USA,USA,México
109743,"Union Européenne,Royaume-Uni",Royaume-Uni,"Londres,Royaume-Uni"
109811,United Kingdom,United Kingdom,"United Kingdom,Liverpool"
109890,China,China,"NSW,Australia"
109897,China,China,"NSW,Australia"
109898,China,China,"Sydney,NSW,Australia"
109903,CHINA,CHINA,MEXICO
109908,MEXICO,MEXICO,MEXICO
109993,CHINA,CHINA,MEXICO
110011,China,China,"NSW,Australia"
110110,,Grande-Bretagne,Québec Canada
110309,Francia,Ciudad de México,Walmart
110366,,United States,"Chesapeake,Virginia,United States"
110420,,Royaume-Uni,"Royaume-Uni,France"
111295,Chine,Chine,Canada
111408,Royaume-Uni,Royaume-Uni,"Royaume-Uni,Londres"
111443,,Espagne,"Royaume-Uni,Londres"
111495,Italy,United Kingdom,"United Kingdom,Liverpool"
111496,Greece,Italy,"United Kingdom,Liverpool"
111497,EU,Italy,"United Kingdom,Liverpool"
111498,,"Modena,Italy","United Kingdom,Liverpool"
111500,,"Modena,Italy","United Kingdom,Liverpool"
111501,Italy,Italy,"United Kingdom,Liverpool"
111527,Spain,Italy,"United Kingdom,Liverpool"
111535,,"Tuscany,Italy","United Kingdom,Liverpool"
111539,,Brazil,"Liverpool,United Kingdom"
111595,"Atlantique Nord-Est,Atlantique Nord-Ouest",Grande-Bretagne,France
111604,North East Atlantic,Potugal,Shrewsbury
111802,,France,"France,Paris,Royaume-Uni,Londres"
111910,,Royaume-Uni,"France,Royaume-Uni"
111945,,Royaume-Uni,France
111948,,Royaume-Uni,"Royaume-Uni,Londres"
111995,,Korea,Berlin
112024,,Spain,"liverpool,United Kingdom"
112053,,Royaume-Uni,"Royaume-Uni,Londres"
112125,,United Kingdom,"United Kingdom,Liverpool"
112127,,Royaume-Uni,France
112139,EU and non EU,United Kingdom,"Liverpool,United Kingdom"
112159,Nouvelle-Zélande,Royaume-Uni,Royaume-Uni
112160,EU and non EU,United Kingdom,"Liverpool,United Kingdom"
112161,,Royaume-Uni,"Paris,Royaume-Uni,France,Londres"
112164,Canada,"Canada,Royaume-Uni","France,Paris,Londres,Royaume-Uni"
112168,,United Kingdom,"Liverpool,United Kingdom"
112171,,United Kingdom,"United Kingdom,Liverpool"
112172,,United Kingdom,"United Kingdom,Liverpool,France,Paris"
112174,,United Kingdom,"Liverpool,United Kingdom"
112175,New Zealand,United Kingdom,"Southampton,United Kingdom"
112177,,United Kingdom,"United Kingdom,Liverpool"
112501,,"Kenya,India","Southampton,United Kingdom"
112556,,Royaume-Uni,"France,Paris"
112646,,États-Unis,France
112975,Canada,Toronto,Canada
113072,,Royaume-Uni,"Royaume-Uni,France"
113077,,Royaume-Uni,"France,Royaume-Uni"
113162,,Singapour,"Polynésie Francaise,Arue"
113223,Royaume-Uni,Royaume-Uni,"France,Royaume-Uni"
113277,,"Sonoma,California,USA","San Francisco,California,USA"
113290,,Royaume-Uni,"Royaume-Uni,Londres"
113298,,Royaume-Uni,"France,Royaume-Uni,Paris,Londres"
113302,Hongrie,Hongrie,"France,Royaume-Uni,Londres,Paris"
113378,thailande,thailande,"banyuls sur mer,France"
113382,,Thaïlande,"Paris,France"
113383,,Thaïlande,"Paris,France"
113391,Thailand,Thailand,"NSW,Australia"
113460,,Thaïlande,"Lyon,France"
113467,Thaïlande,Thaïlande,"Lyon,France"
113477,,Thaïlande,"Lyon,France"
113493,,Royaume-Uni,"Royaume-Uni,France"
113502,"California,USA","California,USA","Lyon,France"
113503,"California,USA","California,USA","Lyon,France"
113517,,United Kingdom,London
113518,,Pays-Bas,France
113539,"Sicile,Italie","Great Britain,Royaume-Uni","France,Royaume-Uni"
115987,Sicile,Royaume-Uni,"France,Paris"
116177,Grande Bretagne,Royaume-Uni,France
116180,France,Fort Collins CO USA,Brossard (Québec)
116296,,Royaume-Uni,"Royaume-Uni,Londres"
116302,,Netherlands,United States
116350,,United Kingdom,"United Kingdom,Liverpool"
116374,United Kingdom,United Kingdom,"United Kingdom,Liverpool"
116386,"Great Britain,United Kingdom","Wales,United Kingdom","Liverpool,United Kingdom"
116526,,Poland,"San Francisco,Mountain View,California,USA"
116554,Estados Unidos,México,Walmart
116560,México,Sinaloa México,Walmart
116563,,Royaume-Uni,"Royaume-Uni,France"
116564,,Irlande,"Royaume-Uni,Londres"
117080,"Royaume-Uni,Écosse","Royaume-Uni,Écosse","France,Royaume-Uni"
117090,,Chine,France
117137,,Royaume-Uni,"Royaume-Uni,France"
117138,,United Kingdom,"Liverpool,United Kingdom"
117141,,"Br. De Brabandere,Bavikhove,Belgique","Gap,France"
117144,,Royaume-Uni,"Paris,France"
117225,,Royaume-Uni,"France,Royaume-Uni"
117230,,Chine,France
117248,,Corée du Sud,Bordeaux
